Snapshot_Month,Pipeline_Deal_ID,Deal_Name,Customer_Name,Deal_Value, License_ACV ,Implementation_Value,Logo_Type,Deal_Stage,Current_Stage,Probability,Expected_Close_Date,Region,Vertical,Segment,Product_Sub_Category,Sales_Rep
9/1/2024,3.08E+11,POD Point Ltd. - S2C -  Tracey,POD Point Ltd.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/11/2024,Europe,Telecom/Media/Tech,,,Bhumisha Vasani
9/1/2024,3.08E+11,BCBS Association Quantum Migration,The Blue Cross Blue Shield Association,"$36,750 ","$14,250 ","$22,500 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/21/2024,North America,BFSI,,,Uday Singh
9/1/2024,3.08E+11,BCBSA upgrade,The Blue Cross Blue Shield Association,"$110,000 ","$47,500 ","$62,500 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/1/2024,North America,BFSI,,,Mayur Jain
9/1/2024,3.08E+11,Viva Aerobus S2C,"Grupo Viva Aerobús, S.A. de C.V.","$110,700 ","$56,700 ","$54,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/27/2024,LATAM,Other Services,,,Luis Patino
9/1/2024,3.08E+11,Carrier Refigeration_MidEnt_Czech Republic,Carrier Refrigeration Operation Czech Republic s.r.o.,"$21,450 ","$13,500 ","$7,950 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,11/18/2024,Europe,Automotive and Industrial,,,Rajat Vij
9/1/2024,3.08E+11,RCYC - SRM - CLM,The Ritz-Carlton Yacht Collection,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/22/2024,North America,Other Services,,,Bernard Remacle
9/1/2024,3.08E+11,CDPQ [Ivanhoe Cambridge Affiiliate]_MidEnt_Spend & Supplier,Ivanhoé Cambridge Inc.,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/11/2024,North America,Other Services,,,Abhishek Garde
9/1/2024,3.08E+11,DFI-ADDITIONAL_USERS,DFI Retail Group Holdings Ltd,"$67,500 ","$67,500 ",$0 ,Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,APAC,CPG & Retail,,,Louie Li
9/1/2024,3.08E+11,Cheniere CR,"Cheniere Energy, Inc.","$112,500 ","$67,500 ","$45,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,10/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
9/1/2024,3.08E+11,BUREAU VERITAS  - CLM-SRM,Bureau Veritas SA,"$68,400 ","$32,400 ","$36,000 ",Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,9/30/2024,Europe,Other Services,,,Bernard Remacle
9/1/2024,3.08E+11,Linde India_MidEnt_S2P,Linde India Limited,"$90,000 ","$45,000 ","$45,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,APAC,Chemicals/Oil/Gas/Resources,,,Jithesh Karat
9/1/2024,3.08E+11,Signify_eInvoicing,Signify NV,"$30,000 ","$15,000 ","$15,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/13/2024,Europe,Automotive and Industrial,,,Jonathan Kinghan
9/1/2024,3.08E+11,Kellogg_S4 Hana_Company Code_Upsell_2024,Kellogg Company,"$229,050 ","$45,000 ","$184,050 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/15/2024,North America,CPG & Retail,,,Mayur Jain
9/1/2024,3.08E+11,Costa Coffee - Commodity Forecasting,Costa Coffee Limited,$0 ,$0 ,$0 ,Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/31/2024,Europe,CPG & Retail,,,Sam Zaki
9/1/2024,3.08E+11,Coca Cola FEMSA_Latam_Cost Drivers,Coca Cola Bebidas De Colombia S A,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,10/31/2024,LATAM,CPG & Retail,,,Luis Patino
9/1/2024,3.08E+11,Masco Quantum,Masco Corporation,"$36,000 ","$36,000 ",$0 ,Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 6: Finalizing Contract (Software Sales Opportunity),90%,9/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
9/1/2024,3.08E+11,IPC_Mid_Ent_Rfx Tool,"Independent Purchasing Cooperative, Inc.",$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/23/2024,North America,Other Services,,,Mihir Veshvikar
9/1/2024,3.08E+11,Ecolab - OCR License Fees,Ecolab Inc,"$12,750 ","$12,750 ",$0 ,Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/30/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
9/1/2024,3.08E+11,SMGCL_MidEnt_Sourcing,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/24/2024,APAC,Automotive and Industrial,,,Rajat Vij
9/1/2024,3.08E+11,Topsoe_Spend upsell,Haldor Topsoe Holding A/S,"$1,050 ","$1,050 ",$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),30%,10/30/2024,Europe,BFSI,,,Stephan Hesselgren
9/1/2024,3.08E+11,GEICO_RFP_S2C + TPRM (implementation),GEICO Corporation,"$585,000 ",$0 ,"$585,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/13/2024,North America,BFSI,,,Brian Bergersen
9/1/2024,3.08E+11,COP_Premium Support Extension 2025,ConocoPhillips,$0 ,$0 ,$0 ,Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,12/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Devang Kapadia
9/1/2024,3.08E+11,Textron ESG Stage II Opp,Textron Inc.,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,9/30/2024,North America,Automotive and Industrial,,,Aavni Piparsania
9/1/2024,3.08E+11,REV Group-Cost Drivers Tool,Rev Group Inc,$0 ,$0 ,$0 ,Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/13/2024,North America,Automotive and Industrial,,,Vengat N
9/1/2024,3.08E+11,Hellenic Bank_New CR_ 2 Months,Hellenic Bank Public Company Ltd,"$45,000 ",$0 ,"$45,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,9/12/2024,Europe,BFSI,,,Padmanabhan Doraisamy
9/1/2024,3.08E+11,Petronas SRM upgrades,Petronas Gas Berhad,"$1,000,000 ",$0 ,"$1,000,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/14/2024,APAC,Chemicals/Oil/Gas/Resources,,,Bharath Raghavan
9/1/2024,3.08E+11,CAT Direct Accenture,Caterpillar Inc.,"$540,000 ",$0 ,"$540,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/12/2024,North America,Automotive and Industrial,,,Krishna Prasad Jayarajan
9/1/2024,3.08E+11,Valeo -  S2C impl. holdback (10%),Valeo SA,"$203,040 ",$0 ,"$203,040 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/12/2024,Europe,Automotive and Industrial,,,Krishna Prasad Jayarajan
9/1/2024,3.08E+11,Keyera Implementation,Keyera Corporation,"$330,000 ",$0 ,"$330,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,12/20/2024,North America,Chemicals/Oil/Gas/Resources,,,Karson Keogh
9/1/2024,3.08E+11,Bekaert_GR Inbound_Upsell_2024,NV Bekaert SA,"$9,000 ",$0 ,"$9,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/13/2024,Europe,Automotive and Industrial,,,Mayur Jain
9/1/2024,3.08E+11,Signify_Packaging and Artwork,Signify NV,$0 ,$0 ,$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,9/12/2024,Europe,Automotive and Industrial,,,Jonathan Kinghan
9/1/2024,3.08E+11,Ecolab Quantum Upgrade,Ecolab Inc,"$280,000 ",$0 ,"$280,000 ",Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,11/15/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
9/1/2024,3.08E+11,Johnson Controls_Taxonomy Update_Upsell_2024,"Johnson Controls, Inc.","$1,265 ",$0 ,"$1,265 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/30/2024,North America,Automotive and Industrial,,,Mayur Jain
9/1/2024,3.08E+11,Honda North America-P2P Software,"Honda of America Mfg., Inc.",$0 ,$0 ,$0 ,Upsell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 3: RFP / Proposal (Software Sales Opportunity),15%,9/30/2024,North America,Automotive and Industrial,,,Vengat N
9/1/2024,3.08E+11,Bekaert_Invoice Inbound_Upsell_2024,NV Bekaert SA,"$9,000 ",$0 ,"$9,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/30/2024,North America,Automotive and Industrial,,,Mayur Jain
9/1/2024,3.08E+11,Bekaert_Data Lake_Upsell_2024,NV Bekaert SA,"$18,000 ",$0 ,"$18,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/30/2024,Europe,Automotive and Industrial,,,Mayur Jain
9/1/2024,3.08E+11,Roche NEXXE H2 2024,Roche Holding AG,"$1,350,000 ",$0 ,"$1,350,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,10/1/2024,Europe,Life Sciences,,,Krishna Prasad Jayarajan
9/1/2024,3.08E+11,ESI_Project Module_Upsell,Eversheds Sutherland (International) LLP,"$15,000 ",$0 ,"$15,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/30/2024,Europe,Other Services,,,Bharath Raghavan
9/1/2024,3.08E+11,7-11_ P2P IMP Fees,"7-Eleven, Inc.","$900,000 ",$0 ,"$900,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/1/2024,North America,CPG & Retail,,,Jack Keogh
9/1/2024,3.08E+11,Sembcorp | Change Request,"Sembcorp (China) Holding Co., Ltd.","$24,000 ",$0 ,"$24,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,9/12/2024,APAC,Other Services,,,Muralidhar Narayana
9/1/2024,3.08E+11,DFI | SEA Implementation / rollout,DFI Retail Group Holdings Ltd,"$105,300 ",$0 ,"$105,300 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/13/2024,APAC,CPG & Retail,,,Muralidhar Narayana
9/1/2024,3.08E+11,Pertamina Contract for Change Requests,PT Pertamina Gas,"$1,620,000 ",$0 ,"$1,620,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,APAC,Chemicals/Oil/Gas/Resources,,,Muralidhar Narayana
9/1/2024,3.08E+11,HPE CR,Eliant Inventory Solutions LP,"$378,000 ",$0 ,"$378,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,North America,Other Services,,,Krishna Prasad Jayarajan
9/1/2024,3.08E+11,AW Rostamani_S2P CR,Aw Rostamani Group,"$135,000 ",$0 ,"$135,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/30/2024,Middle East,Other Services,,,Mithesh Devadiga
9/1/2024,3.08E+11,7-11_S2C CR,"7-Eleven, Inc.","$27,000 ",$0 ,"$27,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,9/15/2024,North America,CPG & Retail,,,Abhishek Ranjan
9/1/2024,3.08E+11,"BUNGE- ICM, Should cost , Spend",Bunge Alimentos SA,$0 ,$0 ,$0 ,Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/30/2024,LATAM,CPG & Retail,,,Fabiano Coutinho
9/1/2024,3.08E+11,TJX - Contract RFI,"The TJX Companies, Inc.",$0 ,$0 ,$0 ,Upsell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),15%,12/31/2024,North America,CPG & Retail,,,Uday Singh
10/1/2024,3.08E+11,Reliance Group-_S2P Smart + S2P Nexxe,Jio Platforms Limited,"$9,832,500 ","$3,442,500 ","$6,390,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,10/31/2024,APAC,Telecom/Media/Tech,,,Amit Bhatia
10/1/2024,3.08E+11,Adobe_S2P,Adobe Systems Inc.,"$1,986,000 ","$1,200,000 ","$786,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,10/31/2024,North America,Telecom/Media/Tech,,,Karson Keogh
10/1/2024,3.08E+11,Petroleum Development Oman_S2P RFP,Petroleum Development Oman,"$223,500 ","$111,000 ","$112,500 ",Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),50%,12/16/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
10/1/2024,3.08E+11,Pertamina - Supplier & A/P expansion and standardization,PT Pertamina Gas,"$750,000 ","$300,000 ","$450,000 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/30/2024,APAC,Chemicals/Oil/Gas/Resources,,,Muralidhar Narayana
10/1/2024,3.08E+11,DSG_RFP_P2P & Sourcing,"DICK'S Sporting Goods, Inc.","$358,650 ","$148,650 ","$210,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/22/2024,North America,CPG & Retail,,,Brian Bergersen
10/1/2024,3.08E+11,Huntington Bank_ S2P_RFP,The Huntington National Bank Inc.,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,11/15/2024,North America,BFSI,,,Brian Bergersen
10/1/2024,3.08E+11,APi Group S2C + P2O,"APi Group, Inc.","$1,567,290 ","$553,290 ","$1,014,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/16/2024,North America,Other Services,,,Uday Singh
10/1/2024,3.08E+11,Bank of America Sales Side CLM Opportunity,Bank of America Corporation,$0 ,$0 ,$0 ,Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/31/2024,North America,BFSI,,,Uday Singh
10/1/2024,3.08E+11,Entergy _S2P,Entergy Corporation,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/31/2024,North America,Energy & Utilities,,,Christina Ambroson
10/1/2024,3.08E+11,Hologic Inc- S2P RFP,"Hologic, Inc.",$0 ,$0 ,$0 ,Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,11/25/2024,North America,Life Sciences,,,Mattie Farnsworth
10/1/2024,3.08E+11,Jack Henry_S2C,"Jack Henry & Associates, Inc.","$38,352 ","$38,352 ",$0 ,New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/11/2024,North America,BFSI,,,Joe Wishy
10/1/2024,3.08E+11,ProgressResidential_MidEnt_S2P,"Progress Residential, LLC","$744,000 ","$372,000 ","$372,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,10/31/2024,North America,Other Services,,,Sneha Dolare
10/1/2024,3.08E+11,PwC Middle East_S2P RFP,PricewaterhouseCoopers Middle East LLP,"$129,000 ","$61,500 ","$67,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,12/23/2024,Middle East,Other Services,,,Abdel Halim
10/1/2024,3.08E+11,WEPA_S2C,WEPA Industrieholding SE,"$423,000 ","$234,000 ","$189,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,11/30/2024,Europe,CPG & Retail,,,Heleen Maertens
10/1/2024,3.08E+11,Barry Callebaut S2P (via EY Suisse),Barry Callebaut AG,"$42,489 ","$42,489 ",$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,10/31/2024,Europe,CPG & Retail,,,Uwe Stroh
10/1/2024,3.08E+11,TECHNIP ENERGIES - S2O (Direct),Technip Energies France,"$702,000 ","$222,000 ","$480,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,11/15/2024,Europe,Other Services,,,Bernard Remacle
10/1/2024,3.08E+11,Mankind Pharma -S2P + ICM + Spend +Nexxe,MANKIND PHARMA LTD,"$564,000 ","$270,000 ","$294,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 4: Short-List (Software Sales Opportunity),50%,11/8/2024,APAC,Life Sciences,,,Rajat Vij
10/1/2024,3.08E+11,Sita Holdings UK Ltd - S2C,Sita Holdings UK Ltd,"$124,262 ","$41,762 ","$82,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,12/19/2024,Europe,BFSI,,,Sam Zaki
10/1/2024,3.08E+11,MAS Holdings -Spend analytics,MAS Holdings,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,12/30/2024,APAC,CPG & Retail,,,Franic Seah
10/1/2024,3.08E+11,APAR_MidEnt_S2P,Apar Industries Limited,"$414,000 ","$216,000 ","$198,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/29/2024,APAC,Automotive and Industrial,,,Rajat Vij
10/1/2024,3.08E+11,Expro_S2C,Expro Holdings US Inc,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/13/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
10/1/2024,3.08E+11,Direct Line Insurance Group Plc - S2C,Direct Line Insurance Group Plc,"$81,660 ","$38,100 ","$43,560 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/6/2024,Europe,BFSI,,,Sam Zaki
10/1/2024,3.08E+11,Bonneville_Quantum Upgrade_Upsell_2024,Bonneville Power Administration,"$693,000 ","$225,000 ","$468,000 ",Upsell,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,10/15/2024,North America,Energy & Utilities,,,Mayur Jain
10/1/2024,3.08E+11,MBSB S2C Bank - Ariba SNAP Replacement,MBSB Bank Berhad,"$495,000 ","$225,000 ","$270,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,12/27/2024,APAC,BFSI,,,Franic Seah
10/1/2024,3.08E+11,Spark NZ_S2C,Spark New Zealand Ltd,$0 ,$0 ,$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,12/31/2024,APAC,Telecom/Media/Tech,,,Joel Davis
10/1/2024,3.08E+11,Mahindra Corporate Shared services for Indirect - S2P.,Mahindra & Mahindra Limited,"$765,000 ","$315,000 ","$450,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),90%,11/13/2024,APAC,Automotive and Industrial,,,Meenakshi Wadhwa
10/1/2024,3.08E+11,"TTC Agris Vietnam - ICM , S2C",Thanh Thanh Cong - Bien Hoa JSC,"$270,000 ","$105,000 ","$165,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 6: Finalizing Contract (Software Sales Opportunity),70%,11/27/2024,APAC,CPG & Retail,,,Aerene Aphiwatudomkun
10/1/2024,3.08E+11,Deepak Fertilizers_Should Cost,Deepak Fertilisers & Petrochemicals Corporation Ltd,"$240,000 ","$120,000 ","$120,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),70%,11/29/2024,APAC,Chemicals/Oil/Gas/Resources,,,Amit Bhatia
10/1/2024,3.08E+11,Fisher & Paykel_P2P (Global),Fisher & Paykel Appliances Holdings Ltd,$0 ,$0 ,$0 ,New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,APAC,Automotive and Industrial,,,Joel Davis
10/1/2024,3.08E+11,Spend Analytics_PPG,"PPG Industries, Inc.","$38,509 ","$26,509 ","$12,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,11/8/2024,North America,Chemicals/Oil/Gas/Resources,,,Brian Bergersen
